booking_id,customer_id,driver_id,city,booking_date,day_of_week,weekend_flag,category,distance_km,trip_type,airport_flag,base_fare,per_km_rate,surge_multiplier,surge_reason,total_trip_cost,driver_earning,company_revenue,ride_status,cancellation_reason,payment_type,customer_rating,weather_condition,traffic_level,holiday_flag,booking_time,waiting_time,trip_duration_min
B1424,C137,D5,Delhi,2025-01-31,Friday,0,SUV,10.50,Long,0,100.00,20.00,1.00,None,310.00,232.50,77.50,Completed,"Not Cancelled",Cash,4.3,Clear,Low,0,01:07:12,00:12:00,00:30:07
B1259,C304,D204,Delhi,2025-01-13,Monday,0,Mini,9.55,Medium,0,40.00,10.00,1.81,Traffic,245.25,183.94,61.31,Completed,"Not Cancelled",Cash,4.9,Clear,High,0,16:55:35,00:08:00,00:32:11
B1655,C14,D103,Chennai,2025-02-09,Sunday,1,Prime,8.20,Medium,0,60.00,15.00,1.69,"Peak Hour",309.27,231.95,77.32,Completed,"Not Cancelled",Wallet,4.6,Rain,Medium,0,20:35:00,00:15:00,00:21:44
B1674,C130,D15,Bangalore,2025-03-05,Wednesday,0,Auto,17.42,Long,1,30.00,8.00,1.41,Rain,238.80,179.10,59.70,Completed,"Not Cancelled",Wallet,3.9,Rain,Medium,0,11:43:24,00:13:00,00:57:29
B486,C308,D184,Mumbai,2025-02-20,Thursday,0,Mini,19.90,Long,0,40.00,10.00,1.61,Traffic,384.79,288.59,96.20,Completed,"Not Cancelled",UPI,3.8,Clear,High,0,17:55:46,00:15:00,01:05:38
B1503,C417,D171,Delhi,2025-02-05,Wednesday,0,Auto,5.26,Medium,0,30.00,8.00,1.78,Traffic,128.30,96.23,32.08,Cancelled_Driver,"No Show",Cash,0.0,Clear,High,0,21:51:53,00:07:00,00:15:29
B164,C278,D22,Mumbai,2025-02-05,Wednesday,0,Auto,5.04,Medium,1,30.00,8.00,1.00,None,70.32,52.74,17.58,Completed,"Not Cancelled",UPI,5.0,Clear,Low,0,07:22:34,00:15:00,00:14:41
B615,C2,D231,Bangalore,2025-02-11,Tuesday,0,Auto,1.34,Short,0,30.00,8.00,1.00,None,40.72,30.54,10.18,Completed,"Not Cancelled",Wallet,4.0,Clear,Medium,0,21:17:18,00:06:00,00:05:05
B1625,C106,D140,Mumbai,2025-01-08,Wednesday,0,Auto,13.07,Long,1,30.00,8.00,1.00,None,134.56,100.92,33.64,Completed,"Not Cancelled",Wallet,4.4,Clear,Medium,0,05:34:27,00:14:00,00:37:58
B481,C494,D52,Bangalore,2025-01-15,Wednesday,0,Mini,8.64,Medium,0,40.00,10.00,1.00,None,126.40,94.80,31.60,Cancelled_Customer,"High Fare",UPI,0.0,Clear,Medium,0,08:06:07,00:10:00,00:26:50
B1076,C299,D292,Hyderabad,2025-03-03,Monday,0,Auto,6.96,Medium,1,30.00,8.00,1.00,None,85.68,64.26,21.42,Completed,"Not Cancelled",Wallet,4.2,Clear,Low,0,18:39:10,00:11:00,00:25:29
B783,C300,D168,Delhi,2025-02-28,Friday,0,SUV,22.35,Long,1,100.00,20.00,1.46,Traffic,798.62,598.97,199.66,Completed,"Not Cancelled",Wallet,4.7,Clear,High,0,16:16:37,00:06:00,01:02:39
B142,C466,D92,Hyderabad,2025-01-01,Wednesday,0,SUV,1.28,Short,1,100.00,20.00,1.00,None,125.60,94.20,31.40,Completed,"Not Cancelled",Cash,4.6,Clear,Low,0,17:22:50,00:08:00,00:03:55
B584,C483,D143,Bangalore,2025-03-06,Thursday,0,Auto,8.28,Medium,1,30.00,8.00,1.00,None,96.24,72.18,24.06,Completed,"Not Cancelled",Card,4.3,Clear,Low,0,22:43:12,00:02:00,00:20:13
B332,C242,D69,Hyderabad,2025-02-28,Friday,0,Auto,23.36,Long,1,30.00,8.00,1.83,Traffic,396.89,297.67,99.22,Cancelled_Customer,"Driver Late",Card,0.0,Clear,High,0,23:23:57,00:06:00,00:51:04
B204,C339,D136,Hyderabad,2025-02-07,Friday,0,SUV,5.79,Medium,0,100.00,20.00,1.38,Traffic,297.80,223.35,74.45,Completed,"Not Cancelled",Wallet,4.0,Clear,High,0,21:35:51,00:09:00,00:11:53
B1624,C18,D110,Chennai,2025-01-08,Wednesday,0,Auto,8.63,Medium,0,30.00,8.00,1.86,Traffic,184.21,138.16,46.05,Completed,"Not Cancelled",Card,4.1,Clear,High,0,08:25:51,00:09:00,00:17:26
B395,C100,D299,Delhi,2025-03-30,Sunday,1,SUV,22.60,Long,0,100.00,20.00,1.38,"Peak Hour",761.76,571.32,190.44,Completed,"Not Cancelled",UPI,4.2,Clear,Medium,0,03:39:42,00:02:00,00:51:30
B24,C481,D15,Hyderabad,2025-02-14,Friday,0,Prime,6.35,Medium,1,60.00,15.00,2.14,Holiday,332.24,249.18,83.06,Completed,"Not Cancelled",Card,4.1,Clear,High,1,09:59:37,00:15:00,00:21:05
B1522,C495,D95,Mumbai,2025-01-22,Wednesday,0,Prime,3.86,Medium,0,60.00,15.00,1.72,Holiday,202.79,152.09,50.70,Completed,"Not Cancelled",Cash,4.3,Clear,Low,1,07:02:14,00:11:00,00:09:55
B1217,C185,D149,Bangalore,2025-03-18,Tuesday,0,Mini,12.86,Long,0,40.00,10.00,1.47,Traffic,247.84,185.88,61.96,Completed,"Not Cancelled",UPI,3.3,Storm,High,0,10:28:42,00:04:00,00:30:10
B1757,C193,D115,Mumbai,2025-03-08,Saturday,1,SUV,19.76,Long,1,100.00,20.00,1.46,"Peak Hour",722.99,542.24,180.75,Completed,"Not Cancelled",Wallet,3.8,Rain,High,0,04:50:43,00:15:00,00:58:21
B1084,C220,D14,Chennai,2025-01-14,Tuesday,0,SUV,5.36,Medium,1,100.00,20.00,1.43,Rain,296.30,222.23,74.08,Completed,"Not Cancelled",Wallet,4.9,Rain,Low,0,14:40:34,00:06:00,00:17:35
B789,C306,D108,Chennai,2025-01-03,Friday,0,Auto,2.09,Short,0,30.00,8.00,1.00,None,46.72,35.04,11.68,Completed,"Not Cancelled",Card,3.1,Clear,Low,0,08:59:18,00:14:00,00:07:43
B778,C448,D78,Delhi,2025-02-05,Wednesday,0,Auto,11.51,Long,1,30.00,8.00,1.00,None,122.08,91.56,30.52,Completed,"Not Cancelled",Card,4.6,Clear,Medium,0,17:24:23,00:08:00,00:29:34
B1641,C209,D125,Hyderabad,2025-03-12,Wednesday,0,Mini,24.88,Long,0,40.00,10.00,1.00,None,288.80,216.60,72.20,Completed,"Not Cancelled",Wallet,4.4,Clear,Medium,0,19:23:57,00:15:00,01:34:07
B1358,C79,D48,Delhi,2025-02-08,Saturday,1,Mini,13.42,Long,1,40.00,10.00,1.25,"Peak Hour",217.75,163.31,54.44,Completed,"Not Cancelled",UPI,4.7,Clear,Low,0,07:26:06,00:06:00,00:38:41
B1133,C230,D100,Delhi,2025-02-26,Wednesday,0,Prime,9.10,Medium,1,60.00,15.00,1.00,None,196.50,147.38,49.12,Completed,"Not Cancelled",UPI,4.5,Clear,Medium,0,08:49:52,00:02:00,00:34:55
B1166,C354,D289,Chennai,2025-03-30,Sunday,1,Mini,2.89,Short,1,40.00,10.00,1.35,"Peak Hour",93.02,69.77,23.25,Completed,"Not Cancelled",Wallet,3.8,Clear,Medium,0,07:35:49,00:13:00,00:10:36
B1767,C68,D239,Chennai,2025-02-16,Sunday,1,Auto,23.73,Long,1,30.00,8.00,1.48,"Peak Hour",325.36,244.02,81.34,Completed,"Not Cancelled",Cash,3.8,Clear,Medium,0,09:58:07,00:06:00,00:50:38
B3,C186,D296,Bangalore,2025-02-14,Friday,0,Auto,20.37,Long,0,30.00,8.00,1.00,None,192.96,144.72,48.24,Cancelled_Customer,Other,Cash,0.0,Storm,Medium,0,19:38:20,00:15:00,01:10:28
B619,C216,D109,Bangalore,2025-01-12,Sunday,1,Mini,15.79,Long,1,40.00,10.00,1.58,"Peak Hour",312.68,234.51,78.17,Completed,"Not Cancelled",Wallet,3.6,Rain,Medium,0,20:11:27,00:12:00,00:44:34
B351,C360,D202,Chennai,2025-01-17,Friday,0,Mini,9.86,Medium,0,40.00,10.00,1.61,Holiday,223.15,167.36,55.79,Completed,"Not Cancelled",Wallet,3.5,Clear,Medium,1,09:38:43,00:02:00,00:30:32
B1441,C107,D286,Chennai,2025-01-28,Tuesday,0,Mini,10.94,Long,0,40.00,10.00,1.00,None,149.40,112.05,37.35,Completed,"Not Cancelled",Cash,3.9,Storm,Medium,0,06:53:23,00:14:00,00:37:46
B195,C253,D278,Chennai,2025-03-17,Monday,0,Auto,22.94,Long,1,30.00,8.00,1.00,None,213.52,160.14,53.38,Completed,"Not Cancelled",UPI,4.8,Storm,Medium,0,10:27:40,00:14:00,00:47:10
B1222,C394,D211,Bangalore,2025-02-14,Friday,0,Mini,4.40,Medium,0,40.00,10.00,1.79,Holiday,150.36,112.77,37.59,Completed,"Not Cancelled",Cash,4.9,Rain,Medium,1,17:31:57,00:15:00,00:14:07
B671,C160,D205,Delhi,2025-01-29,Wednesday,0,Auto,10.37,Long,0,30.00,8.00,1.00,None,112.96,84.72,28.24,Cancelled_Customer,Other,Cash,0.0,Storm,Low,0,09:19:15,00:10:00,00:28:10
B986,C9,D270,Bangalore,2025-03-12,Wednesday,0,Mini,16.00,Long,0,40.00,10.00,1.00,None,200.00,150.00,50.00,Completed,"Not Cancelled",UPI,4.6,Clear,Medium,0,22:43:57,00:07:00,00:33:42
B1174,C58,D143,Hyderabad,2025-02-13,Thursday,0,Prime,6.34,Medium,1,60.00,15.00,1.00,None,155.10,116.32,38.77,Completed,"Not Cancelled",Cash,3.9,Clear,Medium,0,23:59:35,00:05:00,00:18:19
B64,C189,D135,Delhi,2025-01-10,Friday,0,Prime,21.64,Long,1,60.00,15.00,1.85,Traffic,711.51,533.63,177.88,Completed,"Not Cancelled",Wallet,3.2,Storm,High,0,04:40:07,00:10:00,01:14:37
B638,C76,D300,Mumbai,2025-01-15,Wednesday,0,Auto,2.80,Short,1,30.00,8.00,1.00,None,52.40,39.30,13.10,Completed,"Not Cancelled",Wallet,3.6,Clear,Low,0,01:16:48,00:04:00,00:07:26
B1461,C378,D137,Delhi,2025-03-14,Friday,0,SUV,16.96,Long,1,100.00,20.00,1.61,Holiday,707.11,530.33,176.78,Completed,"Not Cancelled",UPI,4.8,Clear,Medium,1,23:22:05,00:10:00,00:49:54
B788,C360,D44,Mumbai,2025-01-01,Wednesday,0,SUV,10.61,Long,1,100.00,20.00,1.00,None,312.20,234.15,78.05,Cancelled_Driver,"High Fare",Wallet,0.0,Clear,Medium,0,12:22:49,00:05:00,00:39:25
B399,C287,D238,Bangalore,2025-02-23,Sunday,1,SUV,18.05,Long,0,100.00,20.00,1.64,"Peak Hour",756.04,567.03,189.01,Completed,"Not Cancelled",Cash,3.6,Clear,High,0,05:12:08,00:11:00,01:03:22
B1320,C347,D228,Delhi,2025-02-16,Sunday,1,Mini,2.85,Short,1,40.00,10.00,1.21,"Peak Hour",82.88,62.16,20.72,Cancelled_Driver,Other,Cash,0.0,Clear,Medium,0,00:51:42,00:10:00,00:11:10
B100,C16,D74,Delhi,2025-01-06,Monday,0,Auto,15.76,Long,0,30.00,8.00,1.00,None,156.08,117.06,39.02,Completed,"Not Cancelled",Wallet,3.3,Clear,Medium,0,23:53:44,00:12:00,00:45:14
B369,C236,D149,Bangalore,2025-03-14,Friday,0,Auto,9.00,Medium,0,30.00,8.00,1.67,Traffic,170.34,127.75,42.59,Cancelled_Driver,"Driver Late",UPI,0.0,Clear,High,0,17:20:13,00:15:00,00:23:27
B1266,C434,D86,Hyderabad,2025-03-20,Thursday,0,Mini,7.60,Medium,0,40.00,10.00,1.59,Rain,184.44,138.33,46.11,Cancelled_Customer,Other,Wallet,0.0,Rain,Low,0,15:10:18,00:12:00,00:29:08
B1608,C15,D33,Mumbai,2025-02-27,Thursday,0,SUV,22.77,Long,1,100.00,20.00,1.74,Traffic,966.40,724.80,241.60,Completed,"Not Cancelled",UPI,4.1,Clear,High,0,07:45:56,00:05:00,01:24:00
B1180,C52,D182,Delhi,2025-01-06,Monday,0,Prime,10.34,Long,0,60.00,15.00,1.33,Traffic,286.08,214.56,71.52,Completed,"Not Cancelled",UPI,3.3,Rain,High,0,16:59:53,00:03:00,00:30:59
B888,C420,D202,Bangalore,2025-02-02,Sunday,1,Prime,18.75,Long,1,60.00,15.00,1.35,"Peak Hour",460.69,345.52,115.17,Cancelled_Driver,Other,Card,0.0,Clear,Medium,0,17:12:15,00:12:00,01:03:09
B472,C271,D61,Bangalore,2025-02-26,Wednesday,0,SUV,18.56,Long,0,100.00,20.00,1.00,None,471.20,353.40,117.80,Completed,"Not Cancelled",Wallet,4.0,Clear,Low,0,22:15:05,00:13:00,00:52:36
B221,C30,D3,Mumbai,2025-01-20,Monday,0,Prime,9.22,Medium,1,60.00,15.00,1.36,Traffic,269.69,202.27,67.42,Completed,"Not Cancelled",Card,3.6,Clear,High,0,04:02:15,00:04:00,00:36:38
B965,C251,D141,Mumbai,2025-03-26,Wednesday,0,Auto,11.64,Long,0,30.00,8.00,1.00,None,123.12,92.34,30.78,Cancelled_Customer,"Changed Plan",Cash,0.0,Clear,Medium,0,16:58:47,00:09:00,00:27:58
B549,C424,D108,Bangalore,2025-02-09,Sunday,1,Mini,7.56,Medium,1,40.00,10.00,1.59,"Peak Hour",183.80,137.85,45.95,Completed,"Not Cancelled",Cash,3.7,Clear,Low,0,16:26:10,00:14:00,00:27:56
B46,C362,D145,Mumbai,2025-02-03,Monday,0,Mini,4.77,Medium,0,40.00,10.00,1.00,None,87.70,65.78,21.93,Completed,"Not Cancelled",Cash,3.5,Clear,Medium,0,21:44:31,00:02:00,00:11:12
B917,C87,D113,Delhi,2025-02-16,Sunday,1,Mini,12.78,Long,1,40.00,10.00,1.35,"Peak Hour",226.53,169.90,56.63,Cancelled_Driver,"No Show",UPI,0.0,Clear,Low,0,12:53:27,00:04:00,00:44:04
B938,C264,D50,Mumbai,2025-02-20,Thursday,0,Mini,7.42,Medium,0,40.00,10.00,1.56,Rain,178.15,133.61,44.54,Completed,"Not Cancelled",UPI,4.6,Rain,Low,0,15:34:05,00:12:00,00:19:10
B79,C204,D22,Mumbai,2025-02-02,Sunday,1,Auto,3.88,Medium,1,30.00,8.00,1.40,"Peak Hour",85.46,64.09,21.36,Cancelled_Customer,"High Fare",Cash,0.0,Clear,Medium,0,09:57:20,00:03:00,00:11:37
B423,C344,D281,Bangalore,2025-01-27,Monday,0,Mini,16.64,Long,1,40.00,10.00,1.00,None,206.40,154.80,51.60,Completed,"Not Cancelled",Cash,4.0,Clear,Medium,0,11:31:56,00:11:00,00:43:20
B1714,C207,D71,Mumbai,2025-02-03,Monday,0,SUV,22.14,Long,0,100.00,20.00,1.49,Rain,808.77,606.58,202.19,Completed,"Not Cancelled",UPI,4.6,Rain,Low,0,08:33:10,00:13:00,00:59:34
B835,C485,D150,Delhi,2025-02-10,Monday,0,Mini,23.77,Long,1,40.00,10.00,1.00,None,277.70,208.27,69.42,Completed,"Not Cancelled",Cash,3.8,Storm,Medium,0,01:54:17,00:08:00,01:03:46
B937,C315,D1,Bangalore,2025-01-05,Sunday,1,Auto,24.61,Long,1,30.00,8.00,1.39,"Peak Hour",315.36,236.52,78.84,Cancelled_Driver,"Driver Late",UPI,0.0,Rain,Low,0,04:57:24,00:02:00,01:07:16
B1346,C334,D25,Chennai,2025-03-19,Wednesday,0,Prime,12.09,Long,1,60.00,15.00,1.70,Traffic,410.29,307.72,102.57,Cancelled_Customer,"Changed Plan",Wallet,0.0,Clear,High,0,07:20:29,00:07:00,00:28:00
B437,C422,D145,Bangalore,2025-03-28,Friday,0,Mini,6.39,Medium,1,40.00,10.00,1.00,None,103.90,77.93,25.98,Cancelled_Customer,Other,Wallet,0.0,Clear,Medium,0,15:53:47,00:05:00,00:15:23
B70,C23,D267,Chennai,2025-01-07,Tuesday,0,SUV,13.63,Long,1,100.00,20.00,1.00,None,372.60,279.45,93.15,Completed,"Not Cancelled",Wallet,4.9,Clear,Medium,0,04:35:03,00:05:00,00:47:35
B31,C170,D278,Mumbai,2025-01-10,Friday,0,Auto,6.63,Medium,0,30.00,8.00,1.00,None,83.04,62.28,20.76,Completed,"Not Cancelled",Wallet,3.8,Clear,Low,0,22:11:14,00:03:00,00:17:43
B1676,C143,D18,Mumbai,2025-01-10,Friday,0,SUV,19.40,Long,0,100.00,20.00,1.00,None,488.00,366.00,122.00,Completed,"Not Cancelled",Card,4.1,Clear,Medium,0,10:02:07,00:02:00,01:04:05
B323,C34,D91,Mumbai,2025-02-19,Wednesday,0,SUV,4.30,Medium,0,100.00,20.00,1.97,Holiday,366.42,274.81,91.61,Completed,"Not Cancelled",Wallet,4.5,Clear,High,1,15:49:28,00:05:00,00:10:16
B793,C49,D207,Chennai,2025-03-20,Thursday,0,Mini,12.47,Long,0,40.00,10.00,1.00,None,164.70,123.52,41.17,Completed,"Not Cancelled",Cash,3.2,Clear,Medium,0,21:12:25,00:12:00,00:43:37
B1675,C180,D103,Chennai,2025-02-19,Wednesday,0,SUV,14.38,Long,1,100.00,20.00,1.45,Rain,562.02,421.51,140.50,Completed,"Not Cancelled",Cash,4.2,Rain,Low,0,14:03:59,00:06:00,00:36:51
B433,C356,D15,Hyderabad,2025-02-12,Wednesday,0,SUV,22.04,Long,0,100.00,20.00,1.56,Rain,843.65,632.74,210.91,Completed,"Not Cancelled",UPI,3.7,Rain,Medium,0,22:09:08,00:13:00,01:20:14
B515,C236,D237,Delhi,2025-03-06,Thursday,0,SUV,7.61,Medium,0,100.00,20.00,1.47,Traffic,370.73,278.05,92.68,Completed,"Not Cancelled",Cash,4.8,Clear,High,0,22:25:59,00:11:00,00:15:20
B858,C311,D34,Delhi,2025-01-08,Wednesday,0,SUV,2.92,Short,1,100.00,20.00,1.00,None,158.40,118.80,39.60,Completed,"Not Cancelled",Card,4.4,Clear,Medium,0,19:16:56,00:07:00,00:10:18
B994,C314,D259,Mumbai,2025-03-22,Saturday,1,Prime,12.82,Long,1,60.00,15.00,1.21,"Peak Hour",305.28,228.96,76.32,Completed,"Not Cancelled",Card,4.8,Storm,Low,0,21:39:20,00:03:00,00:29:05
B1390,C82,D206,Bangalore,2025-02-22,Saturday,1,Auto,2.02,Short,0,30.00,8.00,1.46,"Peak Hour",67.39,50.54,16.85,Cancelled_Customer,"Driver Late",UPI,0.0,Clear,Medium,0,20:46:12,00:09:00,00:07:35
B875,C285,D192,Delhi,2025-01-01,Wednesday,0,Mini,14.96,Long,0,40.00,10.00,1.00,None,189.60,142.20,47.40,Completed,"Not Cancelled",Wallet,3.6,Clear,Low,0,11:49:15,00:11:00,00:40:56
B193,C415,D242,Delhi,2025-02-15,Saturday,1,SUV,9.26,Medium,1,100.00,20.00,1.29,"Peak Hour",367.91,275.93,91.98,Cancelled_Customer,"High Fare",Card,0.0,Clear,Low,0,15:41:31,00:02:00,00:29:00
B1092,C175,D134,Chennai,2025-03-20,Thursday,0,Prime,17.77,Long,1,60.00,15.00,1.00,None,326.55,244.91,81.64,Completed,"Not Cancelled",Cash,3.2,Clear,Medium,0,21:39:05,00:15:00,00:56:13
B1492,C239,D163,Bangalore,2025-03-31,Monday,0,Auto,17.48,Long,0,30.00,8.00,1.00,None,169.84,127.38,42.46,Completed,"Not Cancelled",Cash,4.1,Clear,Low,0,02:08:18,00:09:00,00:45:11
B1744,C473,D127,Hyderabad,2025-02-17,Monday,0,Mini,5.51,Medium,0,40.00,10.00,1.00,None,95.10,71.32,23.77,Completed,"Not Cancelled",UPI,4.9,Clear,Medium,0,17:46:14,00:03:00,00:21:58
B1436,C317,D96,Chennai,2025-02-07,Friday,0,Mini,5.47,Medium,0,40.00,10.00,1.95,Traffic,184.66,138.50,46.16,Cancelled_Customer,"No Show",UPI,0.0,Clear,High,0,08:09:41,00:08:00,00:17:04
B1623,C374,D42,Chennai,2025-01-15,Wednesday,0,Auto,4.29,Medium,1,30.00,8.00,1.00,None,64.32,48.24,16.08,Cancelled_Customer,Other,UPI,0.0,Clear,Medium,0,00:56:48,00:15:00,00:12:59
B430,C431,D28,Bangalore,2025-03-02,Sunday,1,Prime,24.12,Long,0,60.00,15.00,1.21,"Peak Hour",510.38,382.78,127.59,Cancelled_Driver,Other,Card,0.0,Clear,Medium,0,21:13:44,00:02:00,01:30:40
B185,C122,D215,Mumbai,2025-02-22,Saturday,1,Prime,14.00,Long,0,60.00,15.00,1.54,"Peak Hour",415.80,311.85,103.95,Completed,"Not Cancelled",Cash,3.4,Storm,Low,0,00:20:24,00:03:00,00:45:49
B1616,C169,D277,Bangalore,2025-01-11,Saturday,1,SUV,6.77,Medium,0,100.00,20.00,1.99,Holiday,468.45,351.34,117.11,Completed,"Not Cancelled",UPI,3.1,Storm,Medium,1,19:46:45,00:07:00,00:24:14
B169,C281,D296,Bangalore,2025-02-28,Friday,0,Auto,21.40,Long,1,30.00,8.00,1.00,None,201.20,150.90,50.30,Completed,"Not Cancelled",Wallet,3.6,Clear,Medium,0,20:23:19,00:15:00,01:16:52
B340,C199,D268,Hyderabad,2025-01-25,Saturday,1,SUV,18.58,Long,1,100.00,20.00,1.96,"Peak Hour",924.34,693.25,231.09,Completed,"Not Cancelled",Cash,3.1,Clear,High,0,10:03:24,00:13:00,00:56:37
B1653,C377,D264,Mumbai,2025-01-20,Monday,0,Mini,4.78,Medium,1,40.00,10.00,1.00,None,87.80,65.85,21.95,Completed,"Not Cancelled",Cash,3.2,Clear,Medium,0,21:43:47,00:03:00,00:12:14
B966,C8,D243,Delhi,2025-02-02,Sunday,1,SUV,12.13,Long,0,100.00,20.00,1.31,"Peak Hour",448.81,336.61,112.20,Completed,"Not Cancelled",Cash,3.9,Rain,Medium,0,00:55:24,00:04:00,00:25:45
B728,C435,D163,Bangalore,2025-01-16,Thursday,0,SUV,16.30,Long,0,100.00,20.00,1.59,Rain,677.34,508.00,169.34,Completed,"Not Cancelled",Card,4.7,Rain,Low,0,01:59:53,00:07:00,00:34:38
B1450,C408,D199,Bangalore,2025-02-21,Friday,0,SUV,18.94,Long,1,100.00,20.00,1.60,Traffic,766.08,574.56,191.52,Completed,"Not Cancelled",UPI,4.1,Clear,High,0,09:56:46,00:06:00,00:59:40
B1498,C206,D218,Bangalore,2025-01-20,Monday,0,SUV,10.81,Long,1,100.00,20.00,1.00,None,316.20,237.15,79.05,Completed,"Not Cancelled",UPI,5.0,Clear,Medium,0,00:57:44,00:03:00,00:22:25
B940,C145,D171,Chennai,2025-01-31,Friday,0,Prime,17.88,Long,0,60.00,15.00,1.00,None,328.20,246.15,82.05,Completed,"Not Cancelled",UPI,4.4,Clear,Low,0,14:27:04,00:04:00,00:37:05
B382,C8,D220,Bangalore,2025-03-19,Wednesday,0,Prime,14.87,Long,0,60.00,15.00,2.00,Traffic,566.10,424.58,141.53,Completed,"Not Cancelled",UPI,3.9,Clear,High,0,05:37:31,00:15:00,00:46:11
B1770,C4,D49,Chennai,2025-02-12,Wednesday,0,Prime,6.50,Medium,0,60.00,15.00,1.00,None,157.50,118.12,39.38,Completed,"Not Cancelled",Cash,4.3,Clear,Medium,0,14:33:36,00:11:00,00:18:13
B1279,C8,D129,Hyderabad,2025-02-09,Sunday,1,Mini,13.17,Long,1,40.00,10.00,1.73,Holiday,297.04,222.78,74.26,Completed,"Not Cancelled",UPI,3.9,Clear,Medium,1,06:37:19,00:14:00,00:31:45
B304,C184,D235,Mumbai,2025-01-30,Thursday,0,SUV,5.55,Medium,0,100.00,20.00,1.69,Traffic,356.59,267.44,89.15,Completed,"Not Cancelled",Cash,4.3,Clear,High,0,17:29:09,00:14:00,00:16:56
B1772,C466,D53,Chennai,2025-01-31,Friday,0,Prime,24.27,Long,0,60.00,15.00,1.65,Rain,699.68,524.76,174.92,Completed,"Not Cancelled",Card,3.3,Rain,Medium,0,07:07:56,00:10:00,01:10:23
B765,C446,D269,Mumbai,2025-02-16,Sunday,1,SUV,12.45,Long,1,100.00,20.00,1.41,"Peak Hour",492.09,369.07,123.02,Completed,"Not Cancelled",UPI,4.3,Clear,Medium,0,23:57:44,00:09:00,00:47:19
B1785,C114,D172,Mumbai,2025-02-09,Sunday,1,SUV,15.10,Long,0,100.00,20.00,1.67,"Peak Hour",671.34,503.50,167.84,Completed,"Not Cancelled",UPI,4.1,Rain,Medium,0,07:13:24,00:09:00,00:38:34
B1285,C400,D122,Mumbai,2025-03-30,Sunday,1,Prime,2.21,Short,1,60.00,15.00,1.57,"Peak Hour",146.25,109.69,36.56,Completed,"Not Cancelled",Wallet,4.2,Clear,Medium,0,12:04:31,00:02:00,00:04:28
B1566,C352,D110,Chennai,2025-01-28,Tuesday,0,Mini,7.86,Medium,0,40.00,10.00,1.00,None,118.60,88.95,29.65,Completed,"Not Cancelled",UPI,3.7,Clear,Low,0,16:47:06,00:10:00,00:25:45
B786,C48,D90,Delhi,2025-01-18,Saturday,1,Mini,21.02,Long,1,40.00,10.00,1.61,"Peak Hour",402.82,302.12,100.70,Completed,"Not Cancelled",Cash,4.6,Rain,High,0,14:15:05,00:11:00,00:57:49
B245,C300,D131,Hyderabad,2025-01-25,Saturday,1,SUV,5.26,Medium,0,100.00,20.00,1.22,"Peak Hour",250.34,187.75,62.59,Completed,"Not Cancelled",Card,3.3,Storm,Medium,0,09:55:09,00:06:00,00:17:42
B260,C465,D185,Mumbai,2025-01-21,Tuesday,0,Prime,18.66,Long,1,60.00,15.00,1.49,Traffic,506.45,379.84,126.61,Completed,"Not Cancelled",Wallet,3.4,Clear,High,0,05:31:45,00:12:00,00:55:22
B1482,C147,D51,Bangalore,2025-02-24,Monday,0,SUV,1.07,Short,0,100.00,20.00,1.44,Rain,174.82,131.12,43.70,Completed,"Not Cancelled",Card,4.7,Rain,Low,0,02:07:52,00:12:00,00:02:10
B219,C382,D158,Mumbai,2025-01-22,Wednesday,0,Prime,8.05,Medium,1,60.00,15.00,2.40,Holiday,433.80,325.35,108.45,Completed,"Not Cancelled",Card,3.7,Rain,Medium,1,21:35:13,00:05:00,00:23:41
B991,C142,D170,Bangalore,2025-02-18,Tuesday,0,SUV,20.01,Long,0,100.00,20.00,1.53,Rain,765.31,573.98,191.33,Completed,"Not Cancelled",Wallet,4.7,Rain,Medium,0,09:22:14,00:04:00,01:14:34
B426,C140,D70,Hyderabad,2025-02-21,Friday,0,Mini,4.60,Medium,1,40.00,10.00,1.00,None,86.00,64.50,21.50,Completed,"Not Cancelled",Card,3.4,Clear,Medium,0,07:17:27,00:02:00,00:09:27
B1230,C282,D11,Hyderabad,2025-03-20,Thursday,0,Prime,20.81,Long,1,60.00,15.00,1.00,None,372.15,279.11,93.04,Completed,"Not Cancelled",UPI,3.2,Clear,Medium,0,14:46:08,00:05:00,00:58:32
B1371,C87,D147,Delhi,2025-02-11,Tuesday,0,Mini,13.28,Long,0,40.00,10.00,1.31,Rain,226.37,169.78,56.59,Completed,"Not Cancelled",UPI,3.1,Rain,Medium,0,10:10:51,00:04:00,00:38:17
B372,C471,D24,Bangalore,2025-01-28,Tuesday,0,SUV,23.56,Long,0,100.00,20.00,1.64,Rain,936.77,702.58,234.19,Completed,"Not Cancelled",UPI,3.9,Rain,Low,0,20:05:42,00:02:00,01:28:07
B52,C237,D61,Bangalore,2025-02-06,Thursday,0,SUV,3.91,Medium,0,100.00,20.00,1.44,Rain,256.61,192.46,64.15,Completed,"Not Cancelled",Wallet,4.8,Rain,Medium,0,14:52:02,00:15:00,00:15:26
B183,C45,D284,Mumbai,2025-01-16,Thursday,0,Mini,5.30,Medium,0,40.00,10.00,1.00,None,93.00,69.75,23.25,Completed,"Not Cancelled",Cash,3.6,Storm,Low,0,16:27:06,00:15:00,00:19:08
